更新时间,#genre#
08-15 18:00_全运会羽毛球资格赛_团体赛Day3：浙江队3_1辽宁队_团体赛Day3：浙江队3_1辽宁队_青女团D组[回放]江西0_3湖北,https://migu.188766.xyz/play?migutoken=51e6bfd2c8143f152b6e095b8fb22369&id=Ztf8iXDTibWPjTZFiCyMm7Lgb51VH2ZTl5IpAcinqlay4kBfwki8EHAwO8OnnvOScwjhwDowfI3wCXd%2BOJoTOsUMfJGOm5%2FXLwmXQ%2FDljok%2FlJwB6F6z1%2FOlZv0xBPrigufssakuKPAfGfyX0lglf7TK24ACpaa99BYYlqDQwD8%2B2O%2Bw3J2QSFm468Bs15N1ogTH9xZnjgcR4Uc0FsJP4wPImiadceHDHvGMfVQv4WY%3D&name=JVK3CUCdgV9m498Ik48Gd5b8N5kvk%2Fnb4%2B3cdVpBpmJCzfnq7%2BgnmdBosSlJnx59WtKfu6Wth38pH2DX3rpnMrfW0vsTJKJIYPt4Mq%2BccC%2Fw7qcTs8ALYxqU1oUMbJyNpp6L2KUDCu146dapFMddPHn8phvhhVgGLpVYNJilUxIarDHXIvJYDVJG%2FkQxkGdtfaMUw8tARWPJBOV5zTlshbBploVTYV4ZwrMrZU9n5PY%3D
08-15 18:00_全运会羽毛球资格赛_团体赛Day3：浙江队3_1辽宁队_团体赛Day3：浙江队3_1辽宁队_成男团D组[回放]广西0_3江西,https://migu.188766.xyz/play?migutoken=cc22604ac9440247761f98eb44bab66e&id=85nlkJgSa37HE152iau0mPklkgUxFuCsEcu7uUj4yDjIg8j2Tm%2FXikWwcsPxBZFynYgJJ6ejNRVPUJ26uFnBfo1kgHDfPGKkW%2FiglZbThyp%2BwmT%2FzaBLg%2F1nSBirKgJ5pwMFahmB52xZPbxKmYEr5FiOHTwGldPSfE4pgIeaAX8TUEe4%2Fm1Dol9prGU3c6yAY1gzxx%2BodmV7UC6ZJqGHPfgqoHxo6owoI8SWiS50eaw%3D&name=kSmnT8liM1bB2ZvgT6PQpgZTbh0O2xHveP38hGAZw9AgLY%2Bv%2BiDhsVwjczH3zq74KZYfaeCdNjiz%2BoiKu6p5E3mpVLCZEDRAvmGY6vru0oB%2B9RT9yntbyoKsFwgSlIXpxGxKDyFsA3Kpbfgxd9OYR7TnZKB3spzZcl8v1f64iNs2nFGuDowCvGC%2FHq16z%2FjqXyQN6rZYVTBlfr8tpowD25z37qploRzL6QibWxhQZF4%3D
08-15 18:00_全运会羽毛球资格赛_团体赛Day3：浙江队3_1辽宁队_团体赛Day3：浙江队3_1辽宁队_成男团B组[回放]广东3_1安徽（官方解说）,https://migu.188766.xyz/play?migutoken=de550147d2f97482969f68cfcbb1841b&id=5xE0N8sdaYe2681mnXSzjKV81P46AYyDdJzefhSQO4JL5SCnnmPiLwOOXdyE426gOXvsOlreCCg86Dz8Q7DGzmRcFqvJYD4L3ufIAQlBhQ70DicdJzly43ilzPX8qu29fvupIc64r%2Bh0EuXFrmif4CgYmyU3H%2BTRkZ2KMLH%2BU%2Bc%2BzgBwkLHM8F5G21PBT5CJimM14SxIE3bXxir5DHCNG%2FQCRDDdI60acyl70xvIjl8%3D&name=Iu8xjSnKnfKyiXrCvkISgtqMg3swvVQMJAjt5%2FnM9Nfdz1UZyWatkJUCMfuA1ccXK11ddZwAj3gTomw4ElnFtlPJOmUgkiyRveq8kP4g%2BZS%2FkAla8eHBFLjlE9lWG%2FMEBOLhv4PhGxO6XX2Nb2xn3au%2F4h%2F%2Fl3LnKGYWSTUMFtjuumGQMI5SsWbMeAKN76ubzrAvBieFoIOF7FrC8WYC%2BQmj8CR2SDngyZ5m97jtweQoTtA8F%2BEI5hEoOOe1nr3%2F
08-15 18:00_全运会羽毛球资格赛_团体赛Day3：浙江队3_1辽宁队_团体赛Day3：浙江队3_1辽宁队_成女团C组[回放]江苏3_0山东,https://migu.188766.xyz/play?migutoken=7ceef0016ed50c8654a14ff2f333811d&id=sd5ZjqkJsQ9SOiJB7zI%2Fo5ko91PlhdNpYHR4Pc99kHGwRvy40ErSzOoco3qrLd0qMMRe17ZHxzu8wm8MtpvZCK9HhwzPVxHWVHbaUAfFOAhKBcMVk086GmOVEMorY9dHoh1oIyA4y1BgRRCoRrDKnrgJ9m4TKR3kOWViFbfgF%2BwzRKe7QtBItQZAUXaTImrFfwbQ2U8x2i%2B45vlnOP%2FNzwVF7FuRwLhcZI4YDuojz88%3D&name=5CSp1OwjY5WSqEhW24p4ryjQVpDzuG%2FWeTGnKqr2H62QZsmVnrvFo%2BrAq4VJjwvVaG%2FRBQhETERdgbqkHyyLJIima7PkeY%2FfOnPMSvo2Fkb%2Bwik%2Fp2et8v5lpwj4ALLtZKcBBV23JspYpsFUXXQOcul1GqHPxXKHqdEmSf%2B3dCXHfRTLu%2FQ%2FLsZSDs2xaXeiu6%2Fi7%2BEP0AoaWVpEgtxjYS1hGVChSTmtL920m%2BTIE60%3D
08-15 18:00_全运会羽毛球资格赛_团体赛Day3：浙江队3_1辽宁队_团体赛Day3：浙江队3_1辽宁队_成女团A组[回放]辽宁1_3浙江（官方解说）,https://migu.188766.xyz/play?migutoken=b839b4e8bd0068150093780098945754&id=nhC6JDvaKjPyQxUpXDfhBqipzTt75IwS0%2BHkjG%2BrlvZs1lMmUUhFKHYGFjuyVcmmbD2JecMEaKlYAhS8jAauSheTz4MhVl9iTMynUgfTsc3xMypDNIdPL93zcecJ4%2BrsqGH0tOZD0I0UeERpoOjAJ4BsgoVtWwpGLhJV97m8TZACcuyS7K%2Fc3j8fq2B51pW3PT%2FzF3StEv3iUIC%2Bf7f3%2BYsmY7KEXUJapY37aaIM3Ds%3D&name=cvWhWlIM%2F7L8USrr2Bq2XGE4GZeiq5G2NjfKjgUsCUWHO9O4lxzBf5mUxQu5deHN%2FU4zguXirMVm7g7g4Z5Hy5gLAvg2VL%2BufRypH3tziLzM7Wrgv7KUA7iJcpgQDUmzJtWMmnYlDI%2Bhw4QXNHDz2YtWiUn9JDriahiYPxv66w7rPkGzRdPnYSbchbyNcZvG1dk1v3xSDSbw9b4noVH3soMnhhhGPPhkOE%2Bv7XLEFuJd8H8K0OP6UjcC%2FaybPPyy
08-15 18:00_世运会 速度攀岩第二比赛日女子、男子个人四条道资格赛、决赛_速度攀岩第二比赛日女子、男子个人四条道资格赛、决赛_全场回放（二）,https://migu.188766.xyz/play?migutoken=f971711b64eb18d98a4da4f8647567c9&id=QIYHh9H%2F%2FywFCeNqzKODs9zQTWuHUwqoQJuxZyqckeJVz2S6bHePFsRLdnstnGbmSGkHO0Wd7ka82TUbOz35DWT%2BiYRmairlTLiyIWG%2FozgfOh6czilRJNuq9yc%2BW0krnLAr147zq6wqvxrV7OFKy0SFASTLxBsBu9u6ywCFkuTTQCU1%2FmXhagRhs1O9H5sMQ%2FEOwxT03P3uYHoAvL0RszviuKz5CqTzZ3ZWTsfn4IU%3D&name=Pxw8ZeI55Pbpt6V5yzT9xak8bxXmJdaEPb8S1PI%2FPRXgS2m6Nme%2BslHRpr4%2BrrxGBJB0RV26Mdb0kI9Eaj8Ik8YKRVrAUacUhILzeR3sbMiwC%2FFl7XK6x5ea23UhL8lfZegodc%2BaaTFVUwwMAWsnX2dghiKiaunzga2RJb%2BdtE2b512ZgUeR0lirt4OvrOJ5mZncalb7qfteXkq13v8oodw2h3Z6EQBGhV%2B8j5k97f7igG4SukH0%2F778MaUuqMXmLBIUS%2Fej%2Fs8ejVlwt5CqckZZYLtVv8N8iD4FaML1D2U%3D
08-15 18:00_世运会 速度攀岩第二比赛日女子、男子个人四条道资格赛、决赛_速度攀岩第二比赛日女子、男子个人四条道资格赛、决赛_全场回放（一）,https://migu.188766.xyz/play?migutoken=858ae580abbd51371b07270ea1b01ed3&id=VMSZfUxOJjnNZcXrl1cI8Bn04k5hcmykFgFfnuGZZzURtOy%2BGEf2%2FrL362hYUvYVb0FsfrXb%2BBhdu3rc1SRS%2FUzSCBDHx%2FqB4j0XsaJmzAOOxz6QBBD4nO1XFEEK1PIB7w%2Fi4E7JPObZLZ3lH221ApD%2BjJjtqk3i36FqGTVhQbXhieB%2FL04iBoaSN5Ovw%2FBZDAtPvwfKF%2BaMiRcf8iVKtLpGUrYTyyg9ROtvWS06voY%3D&name=eaUgUgBhzUr%2BYW7Fok5sIn%2F6GPhoHiREdP4241rjVidyXlf4dDF%2FJpmfOKVTmzdwzkq%2B8Q3L3uOZvL%2FV%2F2rZHmelOShKcg9IsMGOg0GRFDj3u2XiDuB1Ky8n%2FETP%2BUhblUYCoeCOD6PKlwg1R9kRDa2sQ45pRiVCvVkBv9zLa78JyPRh1E1eqMa9q5%2BLEQawNgfkwcaM63zot3BWJd44xE0ARi9ovS8oXlzFXIMMCyZqCe46EBxxaLVfHRd1QszjFfI%2FtsdOklYyiwyprAr4Hwhe2sw3rePjIr7tcswgIvA%3D
08-15 18:00_世运会 速度攀岩第二比赛日女子、男子个人四条道资格赛、决赛_速度攀岩第二比赛日女子、男子个人四条道资格赛、决赛_2025成都世运会全场回放：速度攀岩第二比赛日女子、男子个人四条道资格赛、决赛（二）,https://migu.188766.xyz/play?migutoken=3f8a34de9b32b6e890df99d8b6fb396c&id=DgUYnsFXS9oQ7jlTP4At3%2Fs5XdXVl5HZCR8lz8wUZHjGMuBBgZ%2Fd4wn5Lwmi3SkVRgrCeGBOPPr4XMaKG7qI8YzhHNev9ain8ny5GXn6KBSJiiKSQmylpqqnQAYiP0VX%2BLyF5KPtRUiOSzcgi1IzVB%2B6Jr9km%2BdUi1yeHvPtyuxoiT0gIbt%2Bk40HQxJ3BUnHfXHBq7enhLJGBcfFyMTa2t6zFzW1thHJ3NgiO9ctJX8%3D&name=CdfUe0I8xZNh27S0JE8Hmja%2FNaeaFnXlVCjzzw97vgsu7QILz3XUWS%2FewB50hn4NivnI8a0KtBS2OKrLpESUUGIYcq0moxCWKHFl8BUp2aJTC1qEo5%2B%2FoffprrSpIHWsfzBUEw8YlYsakG3%2FSVO7A1WWLd3audidKoYrZmv1e1%2B5g0%2B67K3QNn7MgRLll8nTMI3L6ZyUmEhgHQNC41%2Bt4G8brgzPh6ajbLGjTFBGWd5e2KxPnoXsCaE6xBC2tVZyDqH%2Bh7GGgJvUnh5z60cuTxqDrxYgLRS2kU%2F1IZzvZtEB7blEgxW4wFYHdX2QXo8x543%2FtHo%2Frty5Lc%2FISkFvTWrT8tCuBbVClTRyjAqhbX1u%2Fz92WlU9%2FHoWtJxQWnC7WytDSuQ48VUtiapPFJfo9xYwrZn09gw8JKJ%2FLSFw6Ig%3D
08-15 17:45_世运会 无人机竞速第二比赛日淘汰赛_无人机竞速第二比赛日淘汰赛_全场回放,https://migu.188766.xyz/play?migutoken=1fa7c4bc8b97bc3337f18fcbbf530005&id=6hK2uz25xJ9G%2Fv5%2FRLMFeRScHHcdg3owMEHamzJ2MkYgbW9%2FO8RZRZ8y6%2Fwu0mZYCkvDri0JN%2F%2ByQ%2FLym8BLEm%2FMDD7InHc3im9VOv3OknnCP4XktKK8a0vPv2vX3HifeuapU0W%2FK%2FN9mNqX32ceQZeovLZu5%2BnYKUAdwSiVgqwC5n7ZWcuPEM9pJZaTMzP2jDTFykQLFpbtGLVAiQK1q0rtup4g1EEccXtrTRwn1JU%3D&name=8PUyhviFuL6k3KC4NinJY9w3SbTXxZfBZFO0zl3bSYJJjO0wLH6%2F8CYdIUl98Xsr21VfnYU4abWZvuLjgfSukK2wr8osr4OcSVkyR%2FM7k%2FU%2BpwI8%2FSaS7SRCHDJNb3brh9g5VtYx%2FmhSHgW8jGFTSv%2F2boAUUP%2B%2B1XpH5c0dBIR5zq%2FAqoecoETJdJaecwCi
08-15 17:30_阳江西海岸VS茂名高州联_阳江西海岸VS茂名高州联_[全场回放] 阳江西海岸vs茂名高州联,https://migu.188766.xyz/play?migutoken=31413f3ab990233494961b66740f8b11&id=lwfHWKANSCi8f21KlTNRVGx37h7LhRG9QqPvJdbpxrIBHWx7cMorCH1gdlmpdJ3EP7b%2BUXqiykbRtCnk6XMUyeNELxkNQbxGTsQaqcEyR4pX5YLKEVtwNo8XX8WlQpZC8ceC%2BFx0EyQSyp1Ew3BqEVmsKtjhzg0UGQWuDI8oYllK%2F0rvmFfMR%2BvRss7%2BdtaZed5yxoAlgthjv0WMQxFKyN8CEHfkt1tUkSCa6ojwLuY%3D&name=H1dtGJhdRLmnOKoBco3BGdXX%2BtMP7VSK8x5eongh7WZYjn4Al8sJx2BB0eixdzpmgCjxE2NcXL7azIp9%2FvWUWhxJn3cz9I3TZK9kYTZtSsc1i9URc3APwmf%2BQQamMVQwOqAnKI2SL1Fvs1uMrDBQ0cP7z6myZ6BT0BJ9Cf8f8Vvv4xORTMVtok2rsO%2FXF6dh5sa9ko9Xy74hpsrZyLFR%2Fw%3D%3D
08-15 17:30_深圳科宇盛达VS广州悦高_深圳科宇盛达VS广州悦高_[全场回放] 深圳科宇盛达vs广州悦高,https://migu.188766.xyz/play?migutoken=383fad0b28d13c377181b8e056922384&id=UNPq2nImSyDYqTmcTvVjRmAW6xdbqHDkcta83b18LpaFxLxQnkWOjUuJ2DN8tFjbGhlxUPDTydh4FREqmnwtBpo1E7T9AHK%2FZ98%2FpZbmNOewNg8iRQudiW%2F5NlRVO4dv%2BslhRGxzkEhcY4Zf02AiojFyl8SrOoplK6qgqa5lgDe5n1ZaJXfEItoryf2tGzNwFyq55C4%2F%2BSeYgyu1wL5faojyy6Koejd%2FV4HCIUMvwUw%3D&name=7gJQZVb3t9SWZAIYQP%2FwuO3kgVes94Ho89%2B9mUABF%2BopErATDwhoi5vfgMHYoZYV%2FQVeSrHgcuwrs%2B%2F2lXL85wgoXDWXY%2BtveExgK8ta0SYu2vsA8y362cALvoJT8sZn65f5PKQYFBeS9dMrsugAlyhyZ7BxCjexYUO4fX8oIg2XAAiTsc1WzfqI7q5Bg493RtxkqA98WIQBHrNszJwgeA%3D%3D
08-15 17:30_CBA夏季联赛库尔勒站_广东东阳光vs青岛国信制药_全场回放（王冠证）,https://migu.188766.xyz/play?migutoken=1df3b220ad82bfe0bee173ed30a5c568&id=%2FhaV%2BnHlN6RQqXSpvyF7M%2FjPfbzdofsFV%2Fx%2FdaKiaNMxJDd%2BN9Lgd9refdnFucv5mA3hvpDLwE12ByGexDPQNTIyorcQe3B6mBMLdrOCWARxIOHusO2D36qVTlbZpo1MPYkZ0f7tDWNStdqefirWITfOwwQqoDZB0oZx2ybrM1J7MOQw2bSd6%2F8Chbxra%2Bs%2FJruXLpYNUVg9ccSobsucVs0dLQYmp4FpE8cqc41PYII%3D&name=RjkRKZso%2BIu8zzIIW2T6VdougSjR2y%2BmL%2Fm9PFxHIBVjqRg5VV1uvTWfQBjTTnWs5UpS6Ot3dutelZtd%2BG%2FKJStaWuS6JpUodP6Gu87sLKVYgP3tuYuydqsYWi1Vqoh1NFFT4Ph9%2FcghJyylfTyHtAUoywDYg92nuNHynWqvgyU%3D
08-15 17:30_CBA夏季联赛库尔勒站_广东东阳光vs青岛国信制药_全场回放（原声）,https://migu.188766.xyz/play?migutoken=0043c5513a4a563ccfa48d0635fc87a7&id=vfp1nuolkErL7%2FM7CAIcBQCRo%2BSzNAeM0yB0%2F8LpxqlHe0XHu29cEM4ACdMv%2B67uPHGy1KYDCQ5c1b9JdD1Ssjz2AceHogzk%2F4zaxsso%2FzAzNUNPHp69I8BWqPES5TMdQFdJS0BjTBqj2PUERM4ZnzY701l%2BiOJsg4YUfVdylLaQCSpLaCzhqjKcnHsVG1ZSreHkBGNNyFNQpuJJS%2F53ooa1BIX1QnB1ujQS8EW%2FcYg%3D&name=0mtk196BpcbDJ0LQ4IRjQTqzeDH164RheGnuEh%2FT9sxmEIdleIOnCLvZ6uYJn2Dwp1Ikvi4eJCVSpxigGbeODoIx8x9AY%2BPIgz5yUxH00of8mIBtFmeYoTYmtMc94KXhrFyOWElZ7Ds4sV8j3YULd14tGqxn%2FKFMBWKlDX4Biv0%3D
08-15 17:25_2025PEL夏季赛 第五周 第二天_2025PEL夏季赛 第五周 第二天_2025PEL夏季赛第五周第二天全场回放（官方解说）,https://migu.188766.xyz/play?migutoken=7ce3834af76ae0de4bfff898487a5a40&id=vvDug8xx7DmDnfCPzVHgRhP8DS6e%2FXy%2FvhwvYvfVCmRpkIFQaVkQbCXUChSLT4xex%2Fl2pXqdWudEYzpYuz8oMnckvVDwoUcsymxHYx%2BYs7deCzwchaZ6tAT5yqlFET94kTBugReFmYpAATnH7f%2FM61h2EgbljT%2FYjCuZd%2BYiLjI1phU7ULYNrujAIZ06K3IbkdRd8K35Ui3z0%2Bwekz2QaeaSeZCNSwSaNj5SQtcPuIU%3D&name=OXJ5VnzMCBXb3FGM1lIrz9EvENU8ppUcEmGgrdhU9bagPHQtp%2B%2BcF441PBDCK%2BmN9keArmbYTZ3KnkU0SRs9c1OtPJ3A6mknh2EEQNUFndVAZMzo4ocRj2rkQR9jyO4Ou4ovMYwRmt1aumsqHgp9t46zEkDe82%2FRebvBhKzwisDLODhWHnVm7VruI6k%2BiUeGOrp30cOrIyd0hFdVhLpfxjayCz0ovfgwVrsHEb%2FHx6M%3D
08-15 17:00_亚冠精英_亚冠精英联赛阶段抽签仪式_[全场回放]（涂远）,https://migu.188766.xyz/play?migutoken=6f2ad535bfc93fb298b010163a801630&id=XPHV8kEdKjDOyqL9Djkud2xKtAQnkPyReSMpz6oHh8%2BEDW0fWYzQaj5CqRURCD4rV6c3gh%2FXn44AWTotiKV44E5snikhal9OwX5dxPmegaumAfB3XfcLnYjKkCrf3wXZlBsbZR1fQ1akIInfctXFHhMsJ0BIOVUzWn2wLObNw97pwTSWUig7cZqT08gEMci%2FrMsJCWU5d8ML70%2FJb1aAuzU4yKJYzGibK4mPESfExYo%3D&name=4KvxtqFaB8yHn8r1IPWrVyJ7MSXuS398jlESko9a5bNe%2F4vmm7uZLO2i8BBzqglBXyvEE%2BvYRbMC%2FMQUAsbOOYAvMoinZ4Yb%2FGppEdVkFlYjl%2Bt9ZHnZ5fi9vYN9eCysl5TusKH49pK0rxL5yJatPg%3D%3D
08-15 17:00_WTT欧洲大满贯瑞典站：单打资格赛第一、二轮_田中佑汰3_0对手 陈颢桦速胜费雷塔斯_[全场回放]四号桌,https://migu.188766.xyz/play?migutoken=2b4a7877de4fba858435e5395d44ceab&id=MYRwbAoKAMpj5bZjCG6oURjEFrcUBXBO4SzYjvFglPGmo6l70M3TQfHWzQa%2FBl0G86jK1Hh2LlRhCLuul2AsWsTOG6gmtn7xZhfD8RCQLXQjZDrRdWxRS9W7eZs1RN61ddjYe4EyQlcw%2FdtKshJZvSH%2FdLMJ0Kelswd66XpPwbDF2aZeOu%2BFmm7PtbERtDGrBZtWegOpgvenVE7RUzV1OPoIbPxlhSMaEWbDzC%2FgvqQ%3D&name=qHDPx1%2BoStCTfT1wkTaKOjTgDm2U5p8ztX4lXMb4CKMhcyJaSNlHQxKFHIYcqEdN0klthZbOKoSkLmWCTjFgq4i%2FQaJi89fxsGOZ0tRBk4%2FnQ2JHU6wD%2BXq5ZoCKYP9d58BRhy9mcgWCc%2FbzdtXptUu05zmI7EQSa8MVC1mjfvlr3Wai5G87HkNKAi0gUYR%2FyI3FoHpwHv1rLYwfng4eaNAhskhTnUSykpuAQE1WxGU%3D
08-15 17:00_WTT欧洲大满贯瑞典站：单打资格赛第一、二轮_田中佑汰3_0对手 陈颢桦速胜费雷塔斯_[全场回放]二号桌,https://migu.188766.xyz/play?migutoken=216c0c968375a1b00da0e852fe766f2a&id=jQTekDiHe3IoPungxWYu4%2F9UWkdcJLq0JQw%2BcW4ix567YjHz%2BUABUnPC3PRArDxwzUwGLMiI4ySIcM96qdAz%2BbVzI6rGzxKd8yX8CRB9UQff9oMNRRoMe7xrprdTQvLYQSvgm6cV6%2By40%2FT1rG8IRCoTg8NsntxwqkpeoP%2BCfOiBpn8OWZMSe70AehVf0WOBi1R%2BKolwLdEtBxtvE8Etz%2FGuisZQ1SYIQA%2FKwCL6gaM%3D&name=CXXK6we6QpjVbNzdYWe9Y2Pai8q8%2FhAYkA4M8OS3lNwODtZiqAZLV6plPq2SmnjAEr8ImoPeLc0OKm2KNl0zCzzSckk5FV0MylNaXIERKctjn%2Fk5Lo0wg%2FY7oSTFT3ZH%2FEbQ9602m5U9ffUCIItOPsAEYFYvK3lxT4FFN19tyRpI7RBGzoOQOyU2CEQR6OB6ICDSm2f2%2FC8hh%2BIMewFvEK9KswnH6qSO%2B3AokayO9r4%3D
08-15 17:00_WTT欧洲大满贯瑞典站：单打资格赛第一、二轮_田中佑汰3_0对手 陈颢桦速胜费雷塔斯_[全场回放]三号桌,https://migu.188766.xyz/play?migutoken=e755f777d387b8cf95f6afae25ed94fc&id=dVbnx33NHxIGAtLu%2BxYaYj3Gq703czEaF0mnXAycJAx6p9k%2FQrJBITKqJsOeUxie9X%2F6ojZTeWnr0w%2FloDntnSjN4s4yi%2B6HMpajkij%2BtMz4rvkxy2jLPFs5flfXAi2clE5D5HC3E%2B%2F9YwHHh%2FIZt%2BvjwaSoNGxIlfKlxHu5UKSbqrGVmzdOE%2BIMj19Y63BSBJ6BbAU%2FLG5RiQw6eeIpA%2FgS4%2Bfk948uu%2B3fZ6wET5o%3D&name=OS1Pp4jQjEyt68jsCAKcfDdXA5hApGBOiQFESSo9eS9yXB4gI9xQw8x5ZlknV86B3Ts3qbzTHHFN82AQg5DSt%2FcPDzEQzncJxELYCBY%2FE2hl%2FoezMn9MiFIUTj8hBtg%2FWUaWAGHiw%2FOv39X%2B09Mpkm1xsBx46FFf43paohmGcgSqjZjLbHJRUg35jK3BNNSszE38I%2BYkW%2BN2czG8FS9lGGTjM%2Bv2RihxpbvH%2BENY9KQ%3D
08-15 17:00_LPL第三赛段组内赛_ALvsIG,https://migu.188766.xyz/play?migutoken=e6e05252da8936e558222718cd4b5d4b&id=EdpI6LexJ%2BrOiKG7OwblW0t0pUrb5jpokFsnPMsjZSO2nEgE0j3MCoBaWwc1bQsfCuonSyiV2o1NGtRM%2BQwvJFrvbEqtSoV8VATkC6CsE2pDP0ZQwn099BUfpGbNDbWDctPLo3OC3bXdalgYgiuYaDg3fmKA9z8Nx8fSMcyplBoDVzNTQHNNKPgU7ctxxY45CndO0FcP%2BdtLDiJn73uT%2FxkVWlPeI1zw7at%2FRhyCE%2FT%2B02trLK00dPGZOvJqv%2FIZdek%2B3YHwk2kHB5sgzQugOXj32h0YsxxRe9Ci%2BqOOAW0%3D&name=99VyqyO3QKHXadt5suj1jTUbBhMNRQZFhaVmPayszdiYEvAtN2gdFQWvI5IqCwSOwLs5kKVnIFtTUDClU92vUQ%3D%3D
08-15 16:50其他比赛_2025/26赛季亚冠精英联赛_联赛阶段抽签仪式_肖天宇 陈瑞阳,https://migu.188766.xyz/play?migutoken=f8e3b69df1f14669b71bfd9b70cc91a9&id=S5cscxhhB4tnUVY0Z2g53uQmBQ%2Bhp0AqkvBTlDq5xKzziTv2EFtiejZBk1CMODdLiOhbTi0KoDZZIPauUhtO72gxSlJIhUItmrBZ8TiN26lPfGq83RKCC8uKucpBavifRvetFXo2P6dg4B5Lw6gTMTveNw5i30X5N06eBGMKJe58lIcqOWr7C4rZy4xWyFCffGJKJ8RbDMVUPXWOoY2POvUDEScB%2F0MJB6xrBF2960Q10d%2BDEsuB7m%2B58xoNONU7mrmLi%2B8fFB5POtevZ0Q6j5%2FB68e94L%2F9PdQ%2FHOc9KCOP%2F1v5eJVRf6SL7t6dY9J0cxsV8QacuobvGNcUQXpTGkz%2B3jq75BdY4l%2BKQXqECPtcrAzgke3ntMKdSWTRQgZR&name=ciLbQRutF1Ew63k4cRnUs3mPVoFLdYYR45uA0K1KcE%2FSTjeYRne5zl1%2FjDtZnEH9nvNZfbszYqJ%2BV9761DDToOYDFj2pDWzdx1r315B8BmrcGaDJfUmyyIf1%2B%2FY3GqXlDtL4Em4HnlFHR6BzLEEohwaFdgWGtx59%2BDoJc%2FBsy94%3D
08-15 16:40_北京JDG vs 常山UUG_北京JDG vs 常山UUG_[全场回放]北京JDG 0_3 常山UUG,https://migu.188766.xyz/play?migutoken=28982912b3614a78b3795887927d04b3&id=a7KOEsYHlJW9h3gZqpWXpo5hCvylAAJ5XcQkXyPZGTNT6i75%2BLrwRhnEaM6LxxQqGS2N1W%2BIKSnpv6%2FVxDkSYzFU7adxCsxSULSRuh94A2UrzqDAlP6BvxbwB%2FmF0kcqv8vdCB21f6Xe8xU6lAB7aDuqWU4nTZVlPJEilltlcwNJ5Zc2s8eM3c5BFQ0Yt8%2Bo4YCWhBWxM5AFMe6QAOXGGpwu%2BsMr3tFalJkQFRl%2BaGY%3D&name=6d6pIhRgZMgmvVQhOT5jMTLgRQdtXJB1%2BdzVl2WGCjW7n%2FverfUFhzeErZ4C4wTQC%2BLRw%2BXvrEtEBDSPZ5E1Mo5vTWLXHudvpt%2FG%2B7t3C31NtiDXxLratol%2BbaMvA1zoxi%2FQ5oBdHE7Qzw2J3OqbtrhM6EBQ9hEmsUJwaBJIvr0%3D
08-15 16:30_全运会篮球资格赛_全运会女篮资格赛B组_山东72:74浙江_全场回放（原声）,https://migu.188766.xyz/play?migutoken=76b0a3ff186400a5693c3d1839fa7e11&id=wFg0rQMdZftc29LL5YFEKfZtoah%2BKjwcREb9XhMg412GNV3Cykd1p9wmEo%2F3Jddn8TvMM53%2BItOSZDfFvxyTaVSrzT6z9A21%2BiwhCua2tIuvHyCH42TY9uFw8R%2F2x4NmOrYwxu9IRnF3xmVmZOYTgvnkV3PU%2FY7noyY9KzySaLeVdJETKysAYDziCABsAElHq6YPJuJQ7Ypv0i29EChZgOPo%2F5ht%2FZcYmGFxaUljuG4%3D&name=a7kJIZ3Bhea%2ByftYI%2Bk2t3r9kxmkDej2%2BhljQXxcAJAPRv3HNtPfbGncfdQ%2BtGUHlndoxZyfNv2nJKh%2FdlWiVhCxx1Zc0%2B1VanCAyPTtl3yVLRp25EkJIYhl7Xrhh7beGhK84w4CMlfUMh8pxnRlJs8OdQE1At02NnkthVIVV74%3D
08-15 16:30_全运会篮球资格赛_全运会女篮资格赛A组_新疆50:110四川_全场回放（原声）,https://migu.188766.xyz/play?migutoken=159176f736374de5f90da39dd7c1554e&id=1hblJz%2BWG6nhm7GmteoUXxnLLKr0J429Dk8ljm9aRB8OBWMJeb25YHiiNXKm%2FnJoSZnPTvCaGIczATWc9vFcJzuk3s60aZMlZh%2BCUhOQH7VfTEssKXSjk22Yvv1I9epnkdOg40Ctj3OVtaoowW8MsDfTIgsAuAz8%2BCoFne9KTRcHmxFDTrfGfOeQq2ygd58VGJfw%2F%2FbiP5W9Z9CNXgKpzbKvzJ1rMT9siTYcCXozZQY%3D&name=7k3kQGJRb3j6cu4fXpdiSHqweIDeC%2Fh4E85ays7yGGslNg1PY%2Fk3ACo0Qg2lwIhSgtXoYa8ps6A7ndfioplgw%2BHt726ZhKxQsvoGk%2BjLZjqto9UdrYeOjczpH5Er04ZZz%2FxvgoNqzTiNZqf73wFEyiB4d0qxYxyuBoNKbFdLk%2BisGY7W5v5ObzrUcvGZpdBQ
